Product,Table ID,2024 Variable,2023 Variable,Change,2024 Label,2023 Label,Notes,,,,,,,,,,,
Data Profile,DP02,DP02_0105E,DP02_0105E,No Change,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea","Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea",,,,,,,,,,,,
Data Profile,DP02,DP02_0106E,DP02_0106E,No Change,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Europe","Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Europe",,,,,,,,,,,,
Data Profile,DP02,DP02_0107E,DP02_0107E,No Change,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Asia","Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Asia",,,,,,,,,,,,
Data Profile,DP02,DP02_0108E,DP02_0108E,No Change,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Africa","Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Africa",,,,,,,,,,,,
Data Profile,DP02,DP02_0109E,DP02_0109E,No Change,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Oceania","Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Oceania",,,,,,,,,,,,
Data Profile,DP02,DP02_0110E,DP02_0110E,No Change,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Latin America","Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Latin America",,,,,,,,,,,,
Data Profile,DP02,DP02_0111E,DP02_0111E,No Change,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Northern America","Estimate!!WORLD REGION OF BIRTH OF FOREIGN-BORN!!Foreign-born population, excluding population born at sea!!Northern America",,,,,,,,,,,,
Data Profile,DP02,DP02_0112E,DP02_0112E,No Change,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,,,,,,,,,,,,
Data Profile,DP02,DP02_0113E,DP02_0113E,No Change,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,,,,,,,,,,,,
Data Profile,DP02,DP02_0114E,DP02_0114E,No Change,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,,,,,,,,,,,,
Data Profile,DP02,DP02_0115E,DP02_0115E,No Change,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""",,,,,,,,,,,,
Data Profile,DP02,DP02_0116E,DP02_0116E,No Change,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,,,,,,,,,,,,
Data Profile,DP02,DP02_0117E,DP02_0117E,No Change,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""",,,,,,,,,,,,
Data Profile,DP02,DP02_0118E,DP02_0118E,No Change,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,,,,,,,,,,,,
Data Profile,DP02,DP02_0119E,DP02_0119E,No Change,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""",,,,,,,,,,,,
Data Profile,DP02,DP02_0120E,DP02_0120E,No Change,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,,,,,,,,,,,,
Data Profile,DP02,DP02_0121E,DP02_0121E,No Change,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""",,,,,,,,,,,,
Data Profile,DP02,DP02_0122E,DP02_0122E,No Change,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,,,,,,,,,,,,
Data Profile,DP02,DP02_0123E,DP02_0123E,No Change,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""",,,,,,,,,,,,
Data Profile,DP02,DP02_0124E,DP02_0124E,No Change,Estimate!!ANCESTRY!!Total population,Estimate!!ANCESTRY!!Total population,,,,,,,,,,,,
Data Profile,DP02,DP02_0125E,DP02_0125E,No Change,Estimate!!ANCESTRY!!Total population!!American,Estimate!!ANCESTRY!!Total population!!American,,,,,,,,,,,,
Data Profile,DP02,DP02_0126E,DP02_0126E,No Change,Estimate!!ANCESTRY!!Total population!!Arab,Estimate!!ANCESTRY!!Total population!!Arab,,,,,,,,,,,,
Data Profile,DP02,DP02_0127E,DP02_0127E,No Change,Estimate!!ANCESTRY!!Total population!!Czech,Estimate!!ANCESTRY!!Total population!!Czech,,,,,,,,,,,,
Data Profile,DP02,DP02_0128E,DP02_0128E,No Change,Estimate!!ANCESTRY!!Total population!!Danish,Estimate!!ANCESTRY!!Total population!!Danish,,,,,,,,,,,,
Data Profile,DP02,DP02_0129E,DP02_0129E,No Change,Estimate!!ANCESTRY!!Total population!!Dutch,Estimate!!ANCESTRY!!Total population!!Dutch,,,,,,,,,,,,
Data Profile,DP02,DP02_0130E,DP02_0130E,No Change,Estimate!!ANCESTRY!!Total population!!English,Estimate!!ANCESTRY!!Total population!!English,,,,,,,,,,,,
Data Profile,DP02,DP02_0131E,DP02_0131E,No Change,Estimate!!ANCESTRY!!Total population!!French (except Basque),Estimate!!ANCESTRY!!Total population!!French (except Basque),,,,,,,,,,,,
Data Profile,DP02,DP02_0132E,DP02_0132E,No Change,Estimate!!ANCESTRY!!Total population!!French Canadian,Estimate!!ANCESTRY!!Total population!!French Canadian,,,,,,,,,,,,
Data Profile,DP02,DP02_0133E,DP02_0133E,No Change,Estimate!!ANCESTRY!!Total population!!German,Estimate!!ANCESTRY!!Total population!!German,,,,,,,,,,,,
Data Profile,DP02,DP02_0134E,DP02_0134E,No Change,Estimate!!ANCESTRY!!Total population!!Greek,Estimate!!ANCESTRY!!Total population!!Greek,,,,,,,,,,,,
Data Profile,DP02,DP02_0135E,DP02_0135E,No Change,Estimate!!ANCESTRY!!Total population!!Hungarian,Estimate!!ANCESTRY!!Total population!!Hungarian,,,,,,,,,,,,
Data Profile,DP02,DP02_0136E,DP02_0136E,No Change,Estimate!!ANCESTRY!!Total population!!Irish,Estimate!!ANCESTRY!!Total population!!Irish,,,,,,,,,,,,
Data Profile,DP02,DP02_0137E,DP02_0137E,No Change,Estimate!!ANCESTRY!!Total population!!Italian,Estimate!!ANCESTRY!!Total population!!Italian,,,,,,,,,,,,
Data Profile,DP02,DP02_0138E,DP02_0138E,No Change,Estimate!!ANCESTRY!!Total population!!Lithuanian,Estimate!!ANCESTRY!!Total population!!Lithuanian,,,,,,,,,,,,
Data Profile,DP02,DP02_0139E,DP02_0139E,No Change,Estimate!!ANCESTRY!!Total population!!Norwegian,Estimate!!ANCESTRY!!Total population!!Norwegian,,,,,,,,,,,,
Data Profile,DP02,DP02_0140E,DP02_0140E,No Change,Estimate!!ANCESTRY!!Total population!!Polish,Estimate!!ANCESTRY!!Total population!!Polish,,,,,,,,,,,,
Data Profile,DP02,DP02_0141E,DP02_0141E,No Change,Estimate!!ANCESTRY!!Total population!!Portuguese,Estimate!!ANCESTRY!!Total population!!Portuguese,,,,,,,,,,,,
Data Profile,DP02,DP02_0142E,DP02_0142E,No Change,Estimate!!ANCESTRY!!Total population!!Russian,Estimate!!ANCESTRY!!Total population!!Russian,,,,,,,,,,,,
Data Profile,DP02,DP02_0143E,DP02_0143E,No Change,Estimate!!ANCESTRY!!Total population!!Scotch-Irish,Estimate!!ANCESTRY!!Total population!!Scotch-Irish,,,,,,,,,,,,
Data Profile,DP02,DP02_0144E,DP02_0144E,No Change,Estimate!!ANCESTRY!!Total population!!Scottish,Estimate!!ANCESTRY!!Total population!!Scottish,,,,,,,,,,,,
Data Profile,DP02,DP02_0145E,DP02_0145E,No Change,Estimate!!ANCESTRY!!Total population!!Slovak,Estimate!!ANCESTRY!!Total population!!Slovak,,,,,,,,,,,,
Data Profile,DP02,DP02_0146E,DP02_0146E,No Change,Estimate!!ANCESTRY!!Total population!!Subsaharan African,Estimate!!ANCESTRY!!Total population!!Subsaharan African,,,,,,,,,,,,
Data Profile,DP02,DP02_0147E,DP02_0147E,No Change,Estimate!!ANCESTRY!!Total population!!Swedish,Estimate!!ANCESTRY!!Total population!!Swedish,,,,,,,,,,,,
Data Profile,DP02,DP02_0148E,DP02_0148E,No Change,Estimate!!ANCESTRY!!Total population!!Swiss,Estimate!!ANCESTRY!!Total population!!Swiss,,,,,,,,,,,,
Data Profile,DP02,DP02_0149E,DP02_0149E,No Change,Estimate!!ANCESTRY!!Total population!!Ukrainian,Estimate!!ANCESTRY!!Total population!!Ukrainian,,,,,,,,,,,,
Data Profile,DP02,DP02_0150E,DP02_0150E,No Change,Estimate!!ANCESTRY!!Total population!!Welsh,Estimate!!ANCESTRY!!Total population!!Welsh,,,,,,,,,,,,
Data Profile,DP02,DP02_0151E,DP02_0151E,No Change,Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),,,,,,,,,,,,
Data Profile,DP02,DP02_0152E,DP02_0152E,No Change,Estimate!!COMPUTERS AND INTERNET USE!!Total households,Estimate!!COMPUTERS AND INTERNET USE!!Total households,,,,,,,,,,,,
Data Profile,DP02,DP02_0153E,DP02_0153E,No Change,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,,,,,,,,,,,,
Data Profile,DP02,DP02_0154E,DP02_0154E,No Change,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription,Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0001E,DP02PR_0001E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households,Estimate!!HOUSEHOLDS BY TYPE!!Total households,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0002E,DP02PR_0002E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0003E,DP02PR_0003E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0004E,DP02PR_0004E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0005E,DP02PR_0005E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0006E,DP02PR_0006E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0007E,DP02PR_0007E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0008E,DP02PR_0008E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0009E,DP02PR_0009E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0010E,DP02PR_0010E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0011E,DP02PR_0011E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0012E,DP02PR_0012E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0013E,DP02PR_0013E,No Change,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0014E,DP02PR_0014E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0015E,DP02PR_0015E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0016E,DP02PR_0016E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0017E,DP02PR_0017E,No Change,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0018E,DP02PR_0018E,No Change,Estimate!!RELATIONSHIP!!Population in households,Estimate!!RELATIONSHIP!!Population in households,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0019E,DP02PR_0019E,No Change,Estimate!!RELATIONSHIP!!Population in households!!Householder,Estimate!!RELATIONSHIP!!Population in households!!Householder,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0020E,DP02PR_0020E,No Change,Estimate!!RELATIONSHIP!!Population in households!!Spouse,Estimate!!RELATIONSHIP!!Population in households!!Spouse,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0021E,DP02PR_0021E,No Change,Estimate!!RELATIONSHIP!!Population in households!!Unmarried partner,Estimate!!RELATIONSHIP!!Population in households!!Unmarried partner,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0022E,DP02PR_0022E,No Change,Estimate!!RELATIONSHIP!!Population in households!!Child,Estimate!!RELATIONSHIP!!Population in households!!Child,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0023E,DP02PR_0023E,No Change,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0024E,DP02PR_0024E,No Change,Estimate!!RELATIONSHIP!!Population in households!!Other nonrelatives,Estimate!!RELATIONSHIP!!Population in households!!Other nonrelatives,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0025E,DP02PR_0025E,No Change,Estimate!!MARITAL STATUS!!Males 15 years and over,Estimate!!MARITAL STATUS!!Males 15 years and over,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0026E,DP02PR_0026E,No Change,Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0027E,DP02PR_0027E,No Change,"Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated","Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0028E,DP02PR_0028E,No Change,Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0029E,DP02PR_0029E,No Change,Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0030E,DP02PR_0030E,No Change,Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0031E,DP02PR_0031E,No Change,Estimate!!MARITAL STATUS!!Females 15 years and over,Estimate!!MARITAL STATUS!!Females 15 years and over,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0032E,DP02PR_0032E,No Change,Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0033E,DP02PR_0033E,No Change,"Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated","Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0034E,DP02PR_0034E,No Change,Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,,,,,,,,,,,,
Data Profile,DP02PR,DP02PR_0035E,DP02PR_0035E,No Change,Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,,,,,,,,,,,,
